id,key,value,type
9366453,int_name,Longdong Dadao,regular
9366453,zh,龍東大道,name
9366453,zh,Lóngdōng Dàdào,name
9528970,name,锦绣东路,regular
9528970,lanes,5,regular
9528970,oneway,yes,regular
9528970,highway,secondary,regular
9528970,en,East Jinxiu Road,name
9528970,zh,锦绣东路,name
9832038,highway,secondary,regular
9832038,cycleway,lane,regular
9874357,highway,service,regular
9974902,source,PGS,regular
9974902,natural,coastline,regular
9975166,source,PGS,regular
9975166,natural,coastline,regular
9975302,source,PGS,regular
9975302,natural,coastline,regular
9975738,source,PGS,regular
9975738,natural,coastline,regular
9976200,source,PGS,regular
9976200,natural,coastline,regular
9976471,source,PGS,regular
9976471,natural,coastline,regular
9976701,source,PGS,regular
9976701,natural,coastline,regular
9977075,source,PGS,regular
9977075,natural,coastline,regular
9977569,source,PGS,regular
9977569,natural,coastline,regular
9978069,natural,coastline,regular
9978069,source,PGS,regular
9978291,source,PGS,regular
9978291,natural,coastline,regular
9978623,source,PGS,regular
9978623,natural,coastline,regular
9979111,source,PGS,regular
9979111,natural,coastline,regular
9979485,source,PGS,regular
9979485,natural,coastline,regular
9979708,source,PGS,regular
9979708,natural,coastline,regular
9979915,source,PGS,regular
9979915,natural,coastline,regular
9980418,source,PGS,regular
9980418,natural,coastline,regular
9980804,source,PGS,regular
9980804,natural,coastline,regular
9981112,source,PGS,regular
9981112,natural,coastline,regular
9981491,source,PGS,regular
9981491,natural,coastline,regular
9981673,source,PGS,regular
9981673,natural,coastline,regular
9982062,source,PGS,regular
9982062,natural,coastline,regular
9982345,source,PGS,regular
9982345,natural,coastline,regular
9982578,source,PGS,regular
9982578,natural,coastline,regular
9982762,source,PGS,regular
9982762,natural,coastline,regular
9983193,source,PGS,regular
9983193,natural,coastline,regular
9983665,source,PGS,regular
9983665,natural,coastline,regular
9984048,source,PGS,regular
9984048,natural,coastline,regular
9984395,source,PGS,regular
9984395,natural,coastline,regular
9984633,source,PGS,regular
9984633,natural,coastline,regular
9984852,source,PGS,regular
9984852,natural,coastline,regular
9985073,source,PGS,regular
9985073,natural,coastline,regular
9985847,source,PGS,regular
9985847,natural,coastline,regular
9986318,source,PGS,regular
9986318,natural,coastline,regular
9986572,source,PGS,regular
9986572,natural,coastline,regular
9986846,name,登步岛,regular
9986846,place,island,regular
9986846,source,PGS,regular
9986846,en,Dengbu Island,name
9986846,zh,登步岛,name
9986846,natural,coastline,regular
9987180,natural,coastline,regular
9987180,source,PGS,regular
9987457,source,PGS,regular
9987457,natural,coastline,regular
9987758,natural,coastline,regular
9988302,natural,coastline,regular
9988302,source,PGS,regular
9988802,source,PGS,regular
9988802,natural,coastline,regular
9989171,source,PGS,regular
9989171,natural,coastline,regular
9989724,source,PGS,regular
9989724,natural,coastline,regular
9990348,source,PGS,regular
9990348,natural,coastline,regular
9990882,source,PGS,regular
9990882,natural,coastline,regular
9991273,natural,coastline,regular
9991273,source,PGS,regular
9991873,source,PGS,regular
9991873,natural,coastline,regular
9992448,source,PGS,regular
9992448,natural,coastline,regular
9992892,source,PGS,regular
9992892,natural,coastline,regular
9993519,place,islet,regular
9993519,source,PGS,regular
9993519,natural,coastline,regular
9994160,source,PGS,regular
9994160,natural,coastline,regular
9994772,source,PGS,regular
9994772,natural,coastline,regular
9995523,source,PGS,regular
9995523,man_made,pier,regular
9995840,source,PGS,regular
9995840,natural,coastline,regular
9996143,source,PGS,regular
9996143,natural,coastline,regular
9996455,source,PGS,regular
9996455,natural,coastline,regular
9996890,source,PGS,regular
9996890,natural,coastline,regular
9997380,source,PGS,regular
9997380,natural,coastline,regular
9997713,source,PGS,regular
9997713,natural,coastline,regular
9998316,source,PGS,regular
9998316,natural,coastline,regular
9999087,source,PGS,regular
9999087,natural,coastline,regular
9999367,source,PGS,regular
9999367,natural,coastline,regular
10000167,source,PGS,regular
10000167,natural,coastline,regular
10000670,source,PGS,regular
10000670,natural,coastline,regular
10001206,name,东巨岛,regular
10001206,source,PGS,regular
10001206,natural,coastline,regular
10002004,source,PGS,regular
10002004,natural,coastline,regular
10002496,source,PGS,regular
10002496,natural,coastline,regular
10003040,source,PGS,regular
10003040,natural,coastline,regular
10003542,source,PGS,regular
10003542,natural,coastline,regular
10004025,source,PGS,regular
10004025,natural,coastline,regular
10004504,source,PGS,regular
10004504,natural,coastline,regular
10004746,source,PGS,regular
10004746,natural,coastline,regular
10004908,source,PGS,regular
10004908,natural,coastline,regular
10005212,source,PGS,regular
10005212,natural,coastline,regular
10005522,natural,coastline,regular
10005522,source,PGS,regular
10006143,source,PGS,regular
10006143,natural,coastline,regular
10006604,source,PGS,regular
10006604,natural,coastline,regular
10007494,natural,coastline,regular
10007494,source,PGS,regular
10007815,source,PGS,regular
10007815,natural,coastline,regular
10007925,source,PGS,regular
10007925,natural,coastline,regular
10008174,source,PGS,regular
10008174,natural,coastline,regular
10008467,source,PGS,regular
10008467,natural,coastline,regular
10008802,source,PGS,regular
10008802,natural,coastline,regular
10009301,source,PGS,regular
10009301,natural,coastline,regular
10009587,source,PGS,regular
10009587,natural,coastline,regular
10010298,source,PGS,regular
10010298,natural,coastline,regular
10013022,source,PGS,regular
10013022,natural,coastline,regular
10013764,natural,coastline,regular
10013764,source,PGS,regular
10014205,source,PGS,regular
10014205,natural,coastline,regular
10014741,source,PGS,regular
10014741,natural,coastline,regular
10015138,source,PGS,regular
10015138,natural,coastline,regular
10210530,name,栖山路,regular
10210530,lanes,1,regular
10210530,source,estimation,regular
10210530,highway,unclassified,regular
10210530,en,Qishan Road,name
10210530,cycleway,lane,regular
10211841,highway,cycleway,regular
10266708,name,碧云花园,regular
10266708,source,estimation,regular
10266708,landuse,retail,regular
10266708,en,Green Court,name
10267319,source,estimation,regular
10267319,amenity,school,regular
10267319,en,CEIBS,name
10270736,name,申花路,regular
10270736,oneway,yes,regular
10270736,highway,secondary,regular
10270736,en,Shenhua Road,name
10270736,zh,申花路,name
10270736,zh,Shēnhuā Lù,name
10280693,source,PGS,regular
10280693,natural,coastline,regular
10281084,name,古马干河,regular
10281084,source,PGS,regular
10281084,waterway,riverbank,regular
10281520,source,PGS,regular
10281520,man_made,pier,regular
10282075,source,PGS,regular
10300097,name,五洲大道,regular
10300097,lanes,2,regular
10300097,oneway,yes,regular
10300097,highway,trunk_link,regular
10300097,en,Wuzhou Avenue,name
10302666,ref,S2,regular
10302666,name,沪芦高速,regular
10302666,lanes,3,regular
10302666,oneway,yes,regular
10302666,highway,motorway,regular
10302666,en,Hulu Expressway,name
10302666,old_ref,A2,regular
10345773,name,杨高南路,regular
10345773,layer,-1,regular
10345773,oneway,yes,regular
10345773,tunnel,yes,regular
10345773,highway,primary,regular
10345773,en,South Yanggao Road,name
10360913,lanes,2,regular
10360913,oneway,yes,regular
10360913,highway,motorway,regular
10363150,name,五洲大道,regular
10363150,lanes,1,regular
10363150,oneway,yes,regular
10363150,highway,trunk_link,regular
10363150,en,Wuzhou Avenue,name
10367876,highway,cycleway,regular
10412422,amenity,tow_truck,regular
10412422,highway,unclassified,regular
10412422,created_by,JOSM,regular
10417480,ref,S2,regular
10417480,name,沪芦高速,regular
10417480,lanes,3,regular
10417480,layer,0,regular
10417480,oneway,yes,regular
10417480,highway,motorway,regular
10417480,en,Hulu Expressway,name
10417480,old_ref,A2,regular
10420197,ref,S2,regular
10420197,name,沪芦高速,regular
10420197,lanes,3,regular
10420197,layer,1,regular
10420197,bridge,yes,regular
10420197,oneway,yes,regular
10420197,highway,motorway,regular
10420197,en,Hulu Expressway,name
10420197,old_ref,A2,regular
10420229,lanes,3,regular
10420229,layer,1,regular
10420229,bridge,viaduct,regular
10420229,oneway,yes,regular
10420229,highway,trunk,regular
10469928,ref,S202,regular
10469928,name,杨高北路,regular
10469928,lanes,4,regular
10469928,layer,1,regular
10469928,oneway,yes,regular
10469928,source,extrapolation,regular
10469928,highway,primary,regular
10469928,en,North Yanggao Road,name
10487363,name,中环路,regular
10487363,lanes,2,regular
10487363,oneway,yes,regular
10487363,highway,trunk,regular
10487363,en,Middle Ring Road,name
10491468,ref,S20,regular
10491468,name,外环高速,regular
10491468,lanes,3,regular
10491468,oneway,yes,regular
10491468,highway,motorway,regular
10491468,en,Outer Ring Expressway,name
10491468,old_ref,A20,regular
10497483,ref,X581,regular
10497483,name,金海路,regular
10497483,lanes,2,regular
10497483,oneway,yes,regular
10497483,highway,secondary,regular
10497483,en,Jinhai Road,name
10559214,name,世纪大道,regular
10559214,highway,cycleway,regular
10559214,en,Century Avenue,name
10560341,lanes,1,regular
10560341,layer,2,regular
10560341,bridge,yes,regular
10560341,oneway,yes,regular
10560341,highway,motorway_link,regular
10563327,ref,G1501,regular
10563327,name,上海绕城高速,regular
10563327,lanes,3,regular
10563327,oneway,yes,regular
10563327,highway,motorway,regular
10563327,en,Shanghai Ring Expressway,name
10563327,old_ref,A30,regular
10565170,lanes,1,regular
10565170,oneway,yes,regular
10565170,highway,motorway_link,regular
10565170,en,Wahong Highway Exit,name
10565701,layer,1,regular
10565701,bridge,yes,regular
10565701,highway,tertiary,regular
10565751,ref,G1501,regular
10565751,name,上海绕城高速,regular
10565751,lanes,2,regular
10565751,layer,1,regular
10565751,bridge,yes,regular
10565751,oneway,yes,regular
10565751,highway,motorway,regular
10565751,en,Shanghai Ring Expressway,name
10565751,old_ref,A30,regular
10567764,layer,-1,regular
10567764,waterway,canal,regular
10567835,name,颛兴东路,regular
10567835,highway,secondary,regular
10567835,en,East Zhuanxing Road,name
10567835,int_name,Zhuanxing Donglu,regular
10567930,lanes,1,regular
10567930,highway,motorway,regular
10585175,highway,unclassified,regular
10585175,name,红普路,regular
10590726,lanes,2,regular
10590726,layer,2,regular
10590726,bridge,yes,regular
10590726,oneway,yes,regular
10590726,highway,trunk_link,regular
10592073,oneway,yes,regular
10592073,highway,motorway_link,regular
10595863,name,罗山高架路,regular
10595863,layer,1,regular
10595863,bridge,yes,regular
10595863,oneway,yes,regular
10595863,highway,trunk,regular
10595863,en,Luoshan Elevated Road,name
10595863,zh,罗山高架路,name
10595863,int_name,Luoshan Gaojialu,regular
10595863,zh,羅山高架路,name
10595863,zh,Luóshān Gāojiàlù,name
10627820,name,民生路,regular
10627820,source,interpolation,regular
10627820,highway,cycleway,regular
10627820,en,Minsheng Road,name
10628444,name,淮海中路,regular
10628444,lanes,2,regular
10628444,source,interpolation,regular
10628444,bicycle,no,regular
10628444,highway,secondary,regular
10628444,en,Middle Huaihai Road,name
10628444,bicycle,local knowledge,source
10632111,layer,-1,regular
10632111,source,interpolation,regular
10632111,waterway,canal,regular
10639405,name,富城路,regular
10639405,lanes,1,regular
10639405,highway,residential,regular
10639405,en,Fucheng Road,name
10639488,name,民生路,regular
10639488,source,interpolation,regular
10639488,highway,cycleway,regular
10639488,en,Minsheng Road,name
10672672,highway,primary,regular
10672672,lanes,2,regular
10672672,name,华翔路,regular
10672672,en,Huaxiang Road,name
10672672,oneway,yes,regular
10683680,name,乌鲁木齐南路,regular
10683680,lanes,1,regular
10683680,oneway,yes,regular
10683680,highway,tertiary,regular
10683680,en,South Wulumuqi Road,name
10683680,cycleway,opposite_lane,regular
10683680,right,lane,cycleway
10692866,name,张杨路,regular
10692866,lanes,4,regular
10692866,layer,0,regular
10692866,oneway,yes,regular
10692866,highway,primary,regular
10692866,en,Zhangyang Road,name
10695727,amenity,hospital,regular
10695727,en,Shanghai Pudong New Area Women and Children's Hospital,name
10720726,source,estimation,regular
10720726,landuse,commercial,regular
10720726,en,Freescale Building,name
10720726,building,tower,regular
10724873,name,泰康路,regular
10724873,lanes,1,regular
10724873,oneway,yes,regular
10724873,highway,residential,regular
10724873,en,Taikang Road,name
10724873,cycleway,lane,regular
10748045,name,自忠路,regular
10748045,source,interpolation,regular
10748045,highway,residential,regular
10748045,en,Zizhong Road,name
11254745,layer,1,regular
11254745,bridge,yes,regular
11254745,highway,service,regular
11266632,highway,cycleway,regular
11266632,en,Heisong Road,name
11272403,waterway,ditch,regular
11275966,highway,service,regular
11317108,highway,service,regular
11369379,highway,service,regular
11624985,name,福州路,regular
11624985,lanes,2,regular
11624985,oneway,yes,regular
11624985,bicycle,no,regular
11624985,highway,tertiary,regular
11624985,en,Fuzhou Road,name
11636772,building,yes,regular
11636772,levels,8,building
11749406,name,城站路,regular
11749406,highway,unclassified,regular
11764988,name,金杨路,regular
11764988,source,interpolation,regular
11764988,highway,tertiary,regular
11764988,en,Jinyang Road,name
11764988,cycleway,lane,regular
11941122,ref,S102,regular
11941122,name,沪南路,regular
11941122,lanes,3,regular
11941122,oneway,yes,regular
11941122,highway,primary,regular
11941122,en,Hunan Road,name
11962376,name,蒲西路,regular
11962376,highway,residential,regular
11962376,en,Puxi Road,name
12081594,name,东方路,regular
12081594,lanes,3,regular
12081594,oneway,yes,regular
12081594,source,estimation,regular
12081594,highway,secondary,regular
12081594,en,Dongfang Road,name
12104907,layer,1,regular
12104907,bridge,yes,regular
12104907,highway,footway,regular
12114516,name,广粤路,regular
12114516,lanes,2,regular
12114516,oneway,yes,regular
12114516,highway,secondary,regular
12114516,en,Guangyue Road,name
12114516,cycleway,lane,regular
12272379,name,肇嘉浜路,regular
12272379,lanes,4,regular
12272379,oneway,yes,regular
12272379,source,estimation,regular
12272379,highway,primary,regular
12272379,en,Zhaojiabang Road,name
12272379,cycleway,lane,regular
12611492,foot,yes,regular
12611492,highway,primary,regular
12611492,lanes,2,regular
12611492,name,浦东南路,regular
12611492,en,South Pudong Road,name
12611492,oneway,yes,regular
12611492,sidewalk,right,regular
12627066,name,商城路,regular
12627066,lanes,1,regular
12627066,oneway,yes,regular
12627066,source,interpolation,regular
12627066,highway,tertiary,regular
12627066,en,Shangcheng Road,name
12627066,cycleway,lane,regular
12655545,name,浦东大道,regular
12655545,highway,footway,regular
12655545,en,Pudong Avenue,name
13025672,name,灵山路,regular
13025672,lanes,1,regular
13025672,highway,tertiary,regular
13025672,en,Lingshan Road,name
13025672,cycleway,lane,regular
13038769,source,estimation,regular
13038769,landuse,retail,regular
13038769,en,Thumb Plaza,name
13439040,lanes,1,regular
13439040,oneway,no,regular
13439040,bicycle,yes,regular
13439040,highway,residential,regular
13439040,cycleway,lane,regular
13444426,lanes,1,regular
13444426,oneway,no,regular
13444426,highway,residential,regular
13660671,layer,-1,regular
13660671,source,estimation,regular
13660671,waterway,canal,regular
13749475,layer,-1,regular
13749475,waterway,canal,regular
13753003,name,沙甲路,regular
13753003,lanes,1,regular
13753003,oneway,no,regular
13753003,highway,residential,regular
13753003,en,Shajia Road,name
13868291,lit,yes,regular
13868291,name,登云路,regular
13868291,lanes,2,regular
13868291,layer,1,regular
13868291,bridge,yes,regular
13868291,oneway,yes,regular
13868291,source,survey,regular
13868291,highway,primary,regular
13868291,en,Dengyun Road,name
13868291,zh,登云路,name
13868291,cycleway,lane,regular
14248428,highway,unclassified,regular
14248428,created_by,JOSM,regular
14609298,oneway,yes,regular
14609298,highway,primary_link,regular
14609298,street,罗山路,destination
14609298,street:to,花木路,destination
14788309,source,estimation,regular
14788309,amenity,hospital,regular
14788309,en,Zhenai Women Hospital,name
14795685,highway,footway,regular
14931561,name,迎春路,regular
14931561,lanes,2,regular
14931561,oneway,yes,regular
14931561,source,estimation,regular
14931561,highway,residential,regular
14931561,en,Yingchun Road,name
14931561,cycleway,lane,regular
15420537,name,新乐路,regular
15420537,oneway,yes,regular
15420537,highway,residential,regular
15420537,en,Xinle Road,name
15420537,cycleway,opposite,regular
15676173,name,江西北路,regular
15676173,highway,residential,regular
15676173,en,North Jiangxi Road,name
16580310,lanes,2,regular
16580310,layer,1,regular
16580310,bridge,yes,regular
16580310,oneway,yes,regular
16580310,highway,trunk,regular
16755023,highway,footway,regular
16755023,created_by,JOSM,regular
16773391,layer,-1,regular
16773391,waterway,canal,regular
16817093,waterway,canal,regular
16879170,ref,S20,regular
16879170,name,外环高速,regular
16879170,lanes,4,regular
16879170,layer,1,regular
16879170,bridge,yes,regular
16879170,oneway,yes,regular
16879170,highway,motorway,regular
16879170,en,Outer Ring Expressway,name
16879170,old_ref,A20,regular
18408159,name,上塘高架,regular
18408159,layer,2,regular
18408159,bridge,yes,regular
18408159,oneway,yes,regular
18408159,highway,trunk,regular
18408159,en,Shangtang Viaduct,name
18408159,zh,Shàngtáng Gāojià,name
22732093,name,宛平南路,regular
22732093,oneway,yes,regular
22732093,highway,secondary,regular
22732093,en,South Wanping Road,name
22732093,cycleway,opposite_lane,regular
23735941,name,新天地北里,regular
23735941,highway,pedestrian,regular
23735941,en,Xintiandi North Block,name
23735941,zh,新天地北里,name
23735941,surface,cobblestone:flattened,regular
24435706,highway,secondary,regular
24435706,name,金山路,regular
24435706,surface,asphalt,regular
24438161,highway,secondary,regular
24438161,name,金山路,regular
24450043,highway,secondary,regular
24450043,name,竹园路,regular
24450043,oneway,yes,regular
24451029,highway,primary,regular
24451029,name,太湖大道,regular
24451029,en,Taihu Avenue,name
24451029,oneway,yes,regular
24465937,name,蒋家桥路,regular
24465937,highway,residential,regular
24465937,en,Jiangjiaqiao Road,name
24474429,name,同济大学,regular
24474429,amenity,university,regular
24474429,en,Tongji University,name
24474429,zh,Tongji Daxue,name
24474429,housenumber,1239,addr
24481064,highway,primary,regular
24481064,layer,-1,regular
24481064,tunnel,yes,regular
24508620,highway,trunk_link,regular
24508620,oneway,yes,regular
24533320,highway,secondary,regular
24533968,highway,tertiary,regular
24534910,highway,primary,regular
24534910,oneway,yes,regular
24577028,name,飞虹路,regular
24577028,highway,tertiary,regular
24577028,en,Feihong Road,name
24577028,cycleway,lane,regular
24626275,highway,tertiary,regular
24633188,highway,cycleway,regular
24672484,ref,S2,regular
24672484,name,沪杭高速,regular
24672484,layer,1,regular
24672484,bridge,yes,regular
24672484,oneway,yes,regular
24672484,highway,motorway,regular
24672484,en,Huhang Expressway,name
24672484,zh,Hùháng Gāosù,name
24763519,name,世纪大道,regular
24763519,oneway,yes,regular
24763519,highway,trunk,regular
24886752,lit,yes,regular
24886752,name,环城北路,regular
24886752,lanes,2,regular
24886752,oneway,yes,regular
24886752,highway,primary,regular
24886752,en,N. Huan Cheng Rd,name
24886752,zh,环城北路,name
24886752,zh,Huán Chéng Běi Lù,name
25010524,ref,G2501,regular
25010524,name,绕城高速,regular
25010524,lanes,3,regular
25010524,oneway,yes,regular
25010524,highway,motorway,regular
25010524,zh,Ràochéng Gāosù,name
25304123,oneway,yes,regular
25304123,highway,cycleway,regular
25887013,building,offices,regular
26618271,highway,service,regular
27041875,name,南京路步行街,regular
27041875,bicycle,no,regular
27041875,highway,pedestrian,regular
27041875,en,Nanjing Road Pedestrian Street,name
27041875,tourism,attraction,regular
27303398,boat,yes,regular
27303398,name,长江 - Cháng Jiāng,regular
27303398,en,Yangtze River,name
27303398,zh,长江,name
27303398,waterway,river,regular
27396066,name,国京路,regular
27396066,highway,residential,regular
27396066,en,Guojing Road,name
27496077,name,黑山南路,regular
27496077,highway,tertiary,regular
27496077,en,South Heishan Road,name
27562964,oneway,yes,regular
27562964,highway,secondary,regular
27563409,ref,G15,regular
27563409,name,沈海高速,regular
27563409,lanes,4,regular
27563409,layer,1,regular
27563409,bridge,yes,regular
27563409,oneway,yes,regular
27563409,highway,motorway,regular
27563409,en,Shenhai Expressway,name
27563409,old_ref,A5,regular
27563409,old_name,嘉金高速,regular
27563409,old_name:en,Jiajin Expressway,regular
27583008,highway,tertiary,regular
27702149,cycleway,lane,regular
27702149,highway,secondary,regular
27702149,lit,yes,regular
27702149,name,湖州街,regular
27702149,en,Huzhou Street,name
27702149,zh,湖州街,name
27702149,zh,Húzhōu Jiē,name
27702149,oneway,yes,regular
27913639,highway,unclassified,regular
27913639,surface,asphalt,regular
27940751,name,18/36,regular
27940751,aeroway,runway,regular
28537784,building,yes,regular
28537784,created_by,Potlatch 0.10f,regular
28537935,building,yes,regular
28537935,created_by,Potlatch 0.10f,regular
28538286,lit,yes,regular
28538286,name,白堤,regular
28538286,lanes,1,regular
28538286,source,survey,regular
28538286,highway,footway,regular
28538286,en,Bai causeway,name
28538286,zh,白堤,name
28538286,cycleway,yes,regular
28538286,motorcar,no,regular
28538286,zh,Báidī,name
28596903,name,江南大道,regular
28596903,oneway,yes,regular
28596903,highway,primary,regular
28596903,en,Jiangnan Avenue,name
28596903,fr,Avenue Jiangnan,name
28596903,zh,江南大道,name
28596903,zh,Jiāngnán Dàdào,name
28615319,source,PGS,regular
28664318,name,如家酒店连锁杭州黄龙玉古路店,regular
28664318,phone,+86 571 8195 5333,regular
28664318,en,Home Inn,name
28664318,tourism,hotel,regular
28664318,website,http://www.homeinns.com/rjhotel/057139,regular
28664318,building,yes,regular
28664318,city,Hangzhou,addr
28664318,street,玉古路 Yugu Road,addr
28664318,housenumber,149,addr
28721968,building,yes,regular
28721968,created_by,Potlatch 0.10f,regular
28722006,building,yes,regular
28722025,building,yes,regular
28722055,building,yes,regular
28727383,building,yes,regular
28727383,housenumber,8,addr
28727729,building,yes,regular
28744489,building,yes,regular
28744489,created_by,Merkaartor 0.12,regular
28744489,housenumber,25,addr
28756100,building,yes,regular
28756116,building,yes,regular
28756138,building,yes,regular
28788845,highway,service,regular
28788845,oneway,yes,regular
28788861,building,yes,regular
28788876,building,yes,regular
28788891,building,yes,regular
28789719,building,yes,regular
28789735,building,yes,regular
28789754,building,yes,regular
28885991,building,yes,regular
28886008,building,yes,regular
28886027,building,yes,regular
28886045,building,yes,regular
