id,key,value,type
2531706168,barrier,toll_booth,regular
2531752069,highway,traffic_signals,regular
2533121494,barrier,gate,regular
2542661526,name,Police Station,regular
2550201303,name,头桥镇,regular
2550201303,en,Touqiao,name
2550201303,place,town,regular
2554672068,power,tower,regular
2555073177,name,东岗头村(72#),regular
2555073177,place,village,regular
2555094423,amenity,parking,regular
2555396571,power,tower,regular
2555481160,power,tower,regular
2555481175,power,tower,regular
2555481190,power,tower,regular
2555481205,power,tower,regular
2555481220,power,tower,regular
2555481235,power,tower,regular
2555481250,power,tower,regular
2555481265,power,tower,regular
2555481280,power,tower,regular
2555481295,power,tower,regular
2555481310,power,tower,regular
2555481325,power,tower,regular
2555481340,power,tower,regular
2555481355,power,tower,regular
2555481370,power,tower,regular
2555481385,power,tower,regular
2555481400,power,tower,regular
2555481415,power,tower,regular
2555481432,power,tower,regular
2555481452,power,tower,regular
2555481489,power,tower,regular
2555481517,power,tower,regular
